name,category,description,example_prompt,effort,loader_feasibility,priority,source,usefulness,score_composite,rationale,demand_source,demand_evidence,score_browser_local,score_audience,score_composability,score_demand,feasibility_verified,feasibility_note
index-of-coincidence,data,"Calculates the Index of Coincidence for text to gauge whether it is monoalphabetic, polyalphabetic, or random.",what's the index of coincidence of this text?,S,plain Rust→WASM — simple combinatorial sum over letter counts,3,v2,,3.0,IoC is a standard cipher-classification metric that pairs naturally with the other cryptanalysis tools.,cyberchef,npm=0;wiki=0;stack=0;github=90,3,2,4,3,unknown,no crate/model referenced
ioc-defang,text,"Defangs or refangs IOCs (URLs, IP addresses, domains and emails) by neutralizing or restoring schemes, dots and at-signs.",Defang this URL and IP so I can paste them safely: http://evil.example.com/path and 203.0.113.45,S,"plain Rust→WASM — reversible pattern substitution (http→hxxp, .→[.], @→[at]) on text; no network and trivially bidirectional.",3,v2,,3.0,"Defanging is a daily must for sharing malicious indicators safely in reports and chat, covering the Defang URL, Fang URL and Defang IP demand in one tool.",cyberchef,npm=0;wiki=0;stack=0;github=28,3,3,4,2,unknown,no crate/model referenced
ioc-extract,text,"Extracts indicators of compromise — IPv4/IPv6, URLs, domains, emails and MD5/SHA hashes — from an arbitrary block of text and optionally defangs them.","Pull all the IPs, domains and hashes out of this incident report text",M,plain Rust→WASM — regex scanning over the input string; entirely local with no calls out.,3,v2,,3.0,Bulk-harvesting indicators from logs and reports is the natural front end to defanging and a high-value analyst workflow.,cyberchef,npm=0;wiki=0;stack=0;github=439,3,3,4,2,unknown,no crate/model referenced
ip-range-expand,web,Expands a CIDR block or start–end IP range into the full address list (or a count) for IPv4 and IPv6.,List all IPs in 192.168.1.0/29,S,"Pure Rust big-integer/bit math in WASM; no I/O, runs locally.",3,v2,,3.0,Subnet enumeration is a daily networking task and fully offline-computable.,cyberchef,npm=0;wiki=0;stack=0;github=28,3,3,4,2,unknown,no crate/model referenced
join-lines,text,Joins multiple lines into one using a chosen separator.,join these lines with commas into a single line,S,plain Rust→WASM: concatenating a line vector with a separator is a pure local transform.,3,v2,,3.0,"The inverse of split, needed to turn lists back into a single delimited string for code or queries.",cyberchef,npm=29;wiki=0;stack=0;github=227,2,3,4,3,unknown,no crate/model referenced
json-diff,data,"Performs a structural diff of two JSON documents, reporting added, removed and changed keys.",compare these two JSON configs and show only the differences,M,plain Rust→WASM parses and walks both trees locally.,3,both,4,3.0,A common developer variant of Diff Checker that text diff handles poorly.,awesome,npm=3995090;wiki=0;stack=0;github=0,3,3,3,3,unknown,no crate/model referenced
jsonpath-query,data,Evaluates a JSONPath expression against a JSON document and returns the matched values.,Get $.store.book[*].author from this JSON,S,plain Rust→WASM with serde_json + a pure-Rust JSONPath engine; local eval.,3,v2,,3.0,Extremely common API/data-shaping task that is fully offline-capable.,cyberchef,npm=15;wiki=0;stack=0;github=0,3,3,4,2,unknown,no crate/model referenced
keccak-hash,dev,"Computes Keccak-256/512 digests (the original Keccak padding used by Ethereum, distinct from FIPS SHA-3).",keccak256 of this contract data,S,"plain Rust→WASM — the sha3 crate exposes the legacy Keccak variants in pure Rust, fully offline.",3,both,3,3.0,"Keccak-256 is the hash behind every Ethereum address and ABI selector, and is frequently confused with SHA3-256, so a dedicated tool prevents costly mistakes.",cyberchef,npm=46;wiki=0;stack=0;github=159,4,2,3,3,yes,found crate:sha3
lz4-compress,data,"Compresses input with LZ4 for extremely fast, streaming-friendly compression.",lz4 compress this buffer,S,"plain Rust→WASM via the pure-Rust lz4_flex crate — no native deps, runs in the sandbox.",3,v2,,3.0,"LZ4 is the default fast-compression codec in databases, games, and logging pipelines, so devs frequently produce it.",cyberchef,npm=0;wiki=0;stack=0;github=98,4,2,4,2,yes,found crate:lz4_flex
lz4-decompress,data,Decompresses LZ4 frames or blocks back to raw bytes.,lz4 decompress this block,S,"plain Rust→WASM via lz4_flex — pure Rust, client-side only.",3,v2,,3.0,Engineers regularly need to peek at LZ4-compressed records emitted by tools like ClickHouse or Kafka.,cyberchef,npm=0;wiki=0;stack=0;github=91,4,2,4,2,unknown,no crate/model referenced
mac-vendor-lookup,data,"Resolves the manufacturer of a MAC address from its OUI prefix using a bundled IEEE registry, fully offline.",Who manufactures the device with MAC F0:18:98:11:22:33?,L,plain Rust→WASM — the IEEE OUI/MA-L prefix→vendor table is embedded as a WASM asset so the lookup is a local map query with no API call.,3,v2,,3.0,"Identifying device vendors from captured MACs is a daily incident-response and inventory task, and an offline lookup avoids leaking MACs to web services.",cyberchef,npm=0;wiki=0;stack=0;github=112,4,3,3,2,no,not found: OUI/MA-L
markdown-to-latex,text,Converts Markdown documents into LaTeX source.,Convert this Markdown into LaTeX,M,plain Rust→WASM parses Markdown and emits LaTeX with no external tooling.,3,v2,,3.0,Drafting in Markdown then exporting to LaTeX is common for Overleaf/Papeeria users.,awesome,npm=0;wiki=0;stack=0;github=764,3,2,4,3,unknown,no crate/model referenced
markdown-to-slides,text,Converts Markdown into a self-contained HTML slide deck.,Make a slide deck from this markdown,M,plain Rust→WASM emitting reveal-style HTML; runs fully client-side.,3,both,3,3.0,HackMD's slide mode is a headline feature people actively seek out.,awesome,npm=67;wiki=0;stack=0;github=336,3,3,3,3,unknown,no crate/model referenced
math-expression-evaluator,math,"Evaluate arithmetic expressions with functions, parentheses and constants.",evaluate (2+3)*sin(pi/2)^2,S,"plain Rust→WASM: an expression-parser crate such as meval, fully local.",3,v2,,3.0,An instant scientific calculator beyond basic operators.,it-tools,npm=11919937;wiki=0;stack=0;github=794,2,4,2,4,yes,found crate:expression-parser
md5-hash,utility,Computes the MD5 digest of text or a file.,md5 of admin123,S,"plain Rust→WASM — the md-5 RustCrypto crate is pure-Rust and deterministic, running fully in wasmi.",3,v2,,3.0,MD5 has enormous standalone search volume for legacy file integrity checks and gets its own discoverable SEO tool page.,cyberchef,npm=7288;wiki=0;stack=0;github=0,4,3,3,2,yes,found crate:rustcrypto
meme-caption,image,Adds top/bottom impact-style caption text to an image.,"Make a meme from this image: top text 'WHEN THE CODE', bottom text 'COMPILES FIRST TRY'",M,plain Rust→WASM; rasterize captions onto the bitmap with a bundled font.,3,v2,,3.0,Meme captioning is extremely high-frequency casual image editing and trivially client-side.,awesome,npm=0;wiki=0;stack=0;github=521,3,3,3,3,unknown,no crate/model referenced
mock-data-generator,data,"Generates realistic mock JSON from a shorthand schema (field names, types, and array counts).","generate 5 mock users with name, email, age and a list of 3 tags",M,"plain Rust→WASM with embedded seed word/name lists; deterministic generation, no network.",3,v2,,3.0,Reproduces ObjGen's schema-to-mock-data value entirely client-side for safe test fixtures.,awesome,npm=0;wiki=0;stack=0;github=485,2,3,4,3,unknown,no crate/model referenced
moving-average,math,Computes simple and exponential moving averages over a price series.,Compute the 20-period SMA and EMA for this price list,S,plain Rust→WASM runs the arithmetic locally on pasted numbers.,3,v2,,3.0,Moving averages are the most-used indicator and need only client-side math.,awesome,npm=37066;wiki=0;stack=0;github=6953,2,3,3,4,unknown,no crate/model referenced
otpauth-uri,utility,"Builds a standard otpauth:// provisioning URI (and QR code) from an issuer, account, and secret for authenticator-app setup.",make an otpauth qr code for issuer Acme account me@x.com secret JBSWY3DPEHPK3PXP,M,"plain Rust→WASM — URI assembly plus pure-Rust QR (qrcode crate) rendered to SVG, no server",3,v2,,3.0,Combines OTP secrets with QR generation to bootstrap 2FA enrollment entirely on-device.,cyberchef,npm=0;wiki=0;stack=0;github=25,5,2,3,2,yes,found crate:qrcode
outlier-detector,data,"Flags outliers in a numeric list using z-score and IQR methods based on mean, standard deviation, and quartiles.","Which of these values are outliers: 5, 6, 5, 7, 6, 200, 5, 6?",M,"plain Rust→WASM — computes mean/std/quartiles then thresholds each point locally, no model needed.",3,v2,,3.0,Spotting anomalous values in a dataset is a common analysis step that builds directly on the mean/standard-deviation demand.,cyberchef,npm=0;wiki=0;stack=0;github=141,3,3,4,2,unknown,no crate/model referenced
parse-datetime,data,"Parses a date/time string in many common formats and returns structured components (year, month, day, hour, minute, second, weekday, ISO 8601).","parse 'Tue, 03 Jun 2026 14:30:00' into its parts",S,"plain Rust→WASM with a chrono-style parser; pure string/math with no I/O, runs fully in the wasmi sandbox.",3,v2,,3.0,Disambiguating and structuring messy date strings is a constant developer and data-cleaning need.,cyberchef,npm=10;wiki=0;stack=0;github=299,2,3,4,3,unknown,no crate/model referenced
parse-query-string,web,"Parses a URL query string into key/value pairs, handling repeated keys, bracket arrays, and percent-encoding.",Parse this query string into a table: utm_source=ad&ids[]=1&ids[]=2&q=hello%20world,S,"Plain Rust→WASM decoder; purely computational, runs in-browser.",3,v2,,3.0,Query-string inspection is a frequent task distinct from full-URL parsing and trivially offline.,cyberchef,npm=9;wiki=0;stack=0;github=358,3,3,4,2,unknown,no crate/model referenced
parse-tls-record,dev,"Parses TLS record-layer bytes (hex) and decodes handshake messages such as ClientHello/ServerHello (version, random, cipher suites, extensions, SNI, ALPN).",Decode this TLS ClientHello: 16030100c2010000be0303...,M,"Pure Rust TLS record/handshake parser in WASM; no network, runs locally.",3,v2,,3.0,Decoding ClientHello/ServerHello is central to TLS debugging and fingerprinting and is fully offline.,cyberchef,npm=0;wiki=0;stack=0;github=0,4,3,4,1,unknown,no crate/model referenced
parse-udp-header,dev,"Decodes a UDP header (hex) into source/destination ports, length, and checksum.",Parse this UDP header: 0035003500291e1b,S,Pure Rust 8-byte parser in WASM; no network needed.,3,v2,,3.0,UDP header decoding is a simple but commonly needed building block for packet inspection.,cyberchef,npm=0;wiki=0;stack=0;github=0,4,3,4,1,unknown,no crate/model referenced
pdf-signature-inspector,data,"Extracts embedded digital signatures from a PDF and reports signer, signing time and whether the byte-range digest is intact.",check the digital signature on this pdf,L,plain Rust→WASM — parses PDF objects and verifies the PKCS#7 digest with pure-Rust crypto; the file never leaves the browser.,3,v2,,3.0,Verifying signed PDFs offline matters for confidential contracts where uploading the document to a checker is unacceptable.,awesome,npm=0;wiki=0;stack=0;github=0,5,2,2,3,unknown,no crate/model referenced
pdf-to-epub,text,Converts a text-based PDF into a reflowable EPUB ebook.,Convert this PDF into an EPUB I can read on my e-reader,M,"plain Rust→WASM — extract text, wrap as XHTML, and pack the EPUB zip all in-memory.",3,v2,,3.0,PDF→EPUB is the explicit demand term and the text-only path is fully achievable client-side.,awesome,npm=0;wiki=0;stack=0;github=1320,4,3,2,3,unknown,no crate/model referenced
pe-info,dev,"Parses a Windows PE/EXE/DLL and reports its headers, sections, imports, and exports.",Analyze this Windows EXE's headers and imports.,M,Plain Rust→WASM with goblin; PE parsing is pure byte decoding in-browser.,3,v2,,3.0,Lets users inspect potentially-malicious executables locally without running or uploading them.,cyberchef,npm=0;wiki=0;stack=0;github=9993,4,2,3,3,unknown,no crate/model referenced
pem-public-key-extract,dev,"Computes the public key (PEM SubjectPublicKeyInfo) from an RSA, EC, or Ed25519 private key supplied as PEM or DER.",Extract the public key from this RSA private key PEM,M,"plain Rust→WASM via RustCrypto `rsa`/`p256`/`k256`/`ed25519-dalek` + `pkcs8`; deterministic key math, no I/O, runs fully client-side in wasmi.",3,v2,,3.0,The classic `openssl rsa -pubout` task is daily for PKI/cert work and is exactly the kind of secret-handling that should never leave the browser.,cyberchef,npm=0;wiki=0;stack=0;github=6,5,2,4,1,unknown,no crate/model referenced
percent-encode-decode,web,"Percent-encodes or decodes text per RFC 3986 with selectable reserved-character sets (path, query, component).",Percent-encode this for a query parameter: a b&c=d/e,S,"Pure Rust→WASM byte transform; no dependencies, runs locally.",3,v2,,3.0,Correct percent-encoding with the right reserved set is a recurring source of URL bugs.,cyberchef,npm=0;wiki=0;stack=0;github=49,3,3,4,2,unknown,no crate/model referenced
